Date,Country,Exchange,Holiday
"Jun 08, 2025",Kuwait,Kuwait City Stock Exchange,Eid al-Adha
"Jun 25, 2025",Kuwait,Kuwait City Stock Exchange,Islamic New Year (Hijri)
"Sep 04, 2025",Kuwait,Kuwait City Stock Exchange,Mawlid-al-Nabi
"Jan 01, 2024",Latvia,NASDAQ OMX Riga,New Year's Day
"Mar 29, 2024",Latvia,NASDAQ OMX Riga,Good Friday
"Apr 01, 2024",Latvia,NASDAQ OMX Riga,Easter
"May 01, 2024",Latvia,NASDAQ OMX Riga,Labor Day
"May 06, 2024",Latvia,NASDAQ OMX Riga,Independence Day
"May 09, 2024",Latvia,NASDAQ OMX Riga,Ascension Day
"Jun 24, 2024",Latvia,NASDAQ OMX Riga,St. John's Day
"Nov 18, 2024",Latvia,NASDAQ OMX Riga,Republic Day
"Dec 24, 2024",Latvia,NASDAQ OMX Riga,Christmas
"Dec 25, 2024",Latvia,NASDAQ OMX Riga,Christmas
"Dec 26, 2024",Latvia,NASDAQ OMX Riga,Boxing Day
"Dec 31, 2024",Latvia,NASDAQ OMX Riga,New Year's Day
"Jan 01, 2025",Latvia,NASDAQ OMX Riga,New Year's Day
"Apr 18, 2025",Latvia,NASDAQ OMX Riga,Good Friday
"Apr 21, 2025",Latvia,NASDAQ OMX Riga,Easter
"May 01, 2025",Latvia,NASDAQ OMX Riga,Labor Day
"May 05, 2025",Latvia,NASDAQ OMX Riga,Independence Day
"Jun 23, 2025",Latvia,NASDAQ OMX Riga,Midsummer Day
"Jun 24, 2025",Latvia,NASDAQ OMX Riga,St. John's Day
"Nov 18, 2025",Latvia,NASDAQ OMX Riga,Republic Day
"Dec 24, 2025",Latvia,NASDAQ OMX Riga,Christmas
"Dec 25, 2025",Latvia,NASDAQ OMX Riga,Christmas
"Dec 26, 2025",Latvia,NASDAQ OMX Riga,Boxing Day
"Dec 31, 2025",Latvia,NASDAQ OMX Riga,New Year's Day
"Jan 01, 2024",Lebanon,Beirut Stock Exchange,New Year's Day
"Feb 09, 2024",Lebanon,Beirut Stock Exchange,St. Maroun's Day
"Feb 14, 2024",Lebanon,Beirut Stock Exchange,Rafic Hariri Memorial Day
"Mar 25, 2024",Lebanon,Beirut Stock Exchange,Feast of Annunciation
"Mar 29, 2024",Lebanon,Beirut Stock Exchange,Good Friday
"Apr 01, 2024",Lebanon,Beirut Stock Exchange,Easter
"Apr 10, 2024",Lebanon,Beirut Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Lebanon,Beirut Stock Exchange,Eid al-Fitr
"May 01, 2024",Lebanon,Beirut Stock Exchange,Labor Day
"May 03, 2024",Lebanon,Beirut Stock Exchange,Good Friday
"May 06, 2024",Lebanon,Beirut Stock Exchange,Easter
"Jun 16, 2024",Lebanon,Beirut Stock Exchange,Eid al-Adha
"Jun 17, 2024",Lebanon,Beirut Stock Exchange,Eid al-Adha
"Jul 07, 2024",Lebanon,Beirut Stock Exchange,Islamic New Year (Hijri)
"Jul 16, 2024",Lebanon,Beirut Stock Exchange,Ashura
"Aug 15, 2024",Lebanon,Beirut Stock Exchange,Assumption Day
"Sep 15, 2024",Lebanon,Beirut Stock Exchange,Mawlid-al-Nabi
"Nov 22, 2024",Lebanon,Beirut Stock Exchange,Independence Day
"Dec 25, 2024",Lebanon,Beirut Stock Exchange,Christmas
"Dec 31, 2024",Lebanon,Beirut Stock Exchange,New Year's Day
"Jan 01, 2025",Lebanon,Beirut Stock Exchange,New Year's Day
"Jan 06, 2025",Lebanon,Beirut Stock Exchange,Christmas
"Feb 14, 2025",Lebanon,Beirut Stock Exchange,Rafic Hariri Memorial Day
"Mar 25, 2025",Lebanon,Beirut Stock Exchange,Feast of Annunciation
"Mar 30, 2025",Lebanon,Beirut Stock Exchange,Eid al-Fitr
"Apr 18, 2025",Lebanon,Beirut Stock Exchange,Good Friday
"Apr 20, 2025",Lebanon,Beirut Stock Exchange,Easter
"May 01, 2025",Lebanon,Beirut Stock Exchange,Labor Day
"May 04, 2025",Lebanon,Beirut Stock Exchange,Martyrs' Day
"May 25, 2025",Lebanon,Beirut Stock Exchange,Resistance and Liberation Day
"Jun 06, 2025",Lebanon,Beirut Stock Exchange,Eid al-Adha
"Jun 26, 2025",Lebanon,Beirut Stock Exchange,Islamic New Year (Hijri)
"Jul 05, 2025",Lebanon,Beirut Stock Exchange,Ashura
"Sep 04, 2025",Lebanon,Beirut Stock Exchange,Holy Prophet’s Birthday
"Nov 22, 2025",Lebanon,Beirut Stock Exchange,Independence Day
"Dec 25, 2025",Lebanon,Beirut Stock Exchange,Christmas
"Jan 01, 2024",Lithuania,Vilnius Stock Exchange,New Year's Day
"Feb 16, 2024",Lithuania,Vilnius Stock Exchange,Independence Day
"Mar 11, 2024",Lithuania,Vilnius Stock Exchange,Independence Day
"Mar 29, 2024",Lithuania,Vilnius Stock Exchange,Good Friday
"Apr 01, 2024",Lithuania,Vilnius Stock Exchange,Easter
"May 01, 2024",Lithuania,Vilnius Stock Exchange,Labor Day
"Jun 24, 2024",Lithuania,Vilnius Stock Exchange,St. John's Day
"Aug 15, 2024",Lithuania,Vilnius Stock Exchange,Assumption Day
"Nov 01, 2024",Lithuania,Vilnius Stock Exchange,All Saint's Day
"Dec 24, 2024",Lithuania,Vilnius Stock Exchange,Christmas
"Dec 25, 2024",Lithuania,Vilnius Stock Exchange,Christmas
"Dec 26, 2024",Lithuania,Vilnius Stock Exchange,Boxing Day
"Jan 01, 2025",Lithuania,Vilnius Stock Exchange,New Year's Day
"Mar 11, 2025",Lithuania,Vilnius Stock Exchange,Independence Day
"Apr 18, 2025",Lithuania,Vilnius Stock Exchange,Good Friday
"Apr 20, 2025",Lithuania,Vilnius Stock Exchange,Easter
"May 01, 2025",Lithuania,Vilnius Stock Exchange,Labor Day
"Jun 24, 2025",Lithuania,Vilnius Stock Exchange,St. John's Day
"Aug 15, 2025",Lithuania,Vilnius Stock Exchange,Assumption Day
"Dec 24, 2025",Lithuania,Vilnius Stock Exchange,Christmas
"Dec 25, 2025",Lithuania,Vilnius Stock Exchange,Christmas
"Dec 26, 2025",Lithuania,Vilnius Stock Exchange,Boxing Day
"Dec 31, 2025",Lithuania,Vilnius Stock Exchange,New Year's Day
"Jan 01, 2024",Luxembourg,Luxembourg Stock Exchange,New Year's Day
"Mar 29, 2024",Luxembourg,Luxembourg Stock Exchange,Good Friday
"Apr 01, 2024",Luxembourg,Luxembourg Stock Exchange,Easter
"May 01, 2024",Luxembourg,Luxembourg Stock Exchange,Labor Day
"Dec 24, 2024",Luxembourg,Luxembourg Stock Exchange,Christmas - Early close at 14:00
"Dec 25, 2024",Luxembourg,Luxembourg Stock Exchange,Christmas
"Dec 26, 2024",Luxembourg,Luxembourg Stock Exchange,Boxing Day
"Dec 31, 2024",Luxembourg,Luxembourg Stock Exchange,New Year's Day - Early close at 14:00
"Jan 01, 2025",Luxembourg,Luxembourg Stock Exchange,New Year's Day
"Apr 18, 2025",Luxembourg,Luxembourg Stock Exchange,Good Friday
"Apr 21, 2025",Luxembourg,Luxembourg Stock Exchange,Easter
"Dec 25, 2025",Luxembourg,Luxembourg Stock Exchange,Christmas
"Jan 01, 2024",Malaysia,Kuala Lumpur Stock Exchange,New Year's Day
"Jan 25, 2024",Malaysia,Kuala Lumpur Stock Exchange,Thaipusam
"Feb 01, 2024",Malaysia,Kuala Lumpur Stock Exchange,Federal Territory Day
"Feb 09, 2024",Malaysia,Kuala Lumpur Stock Exchange,Chinese New Year - Early close at 12:30
"Feb 12, 2024",Malaysia,Kuala Lumpur Stock Exchange,Chinese New Year
"Mar 28, 2024",Malaysia,Kuala Lumpur Stock Exchange,Nuzul Al-Quran
"Apr 09, 2024",Malaysia,Kuala Lumpur Stock Exchange,Eid al-Fitr - Early close at 12:30
"Apr 10, 2024",Malaysia,Kuala Lumpur Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Malaysia,Kuala Lumpur Stock Exchange,Eid al-Fitr
"May 01, 2024",Malaysia,Kuala Lumpur Stock Exchange,Labor Day
"May 22, 2024",Malaysia,Kuala Lumpur Stock Exchange,Vesak Day
"May 30, 2024",Malaysia,Kuala Lumpur Stock Exchange,Harvest Festival - Early close at 12:30
"May 31, 2024",Malaysia,Kuala Lumpur Stock Exchange,Harvest Festival - Early close at 12:30
"Jun 03, 2024",Malaysia,Kuala Lumpur Stock Exchange,Yang Dipertuan Agong's Birthday
"Jun 17, 2024",Malaysia,Kuala Lumpur Stock Exchange,Eid al-Adha
"Jul 08, 2024",Malaysia,Kuala Lumpur Stock Exchange,Islamic New Year (Hijri)
"Sep 16, 2024",Malaysia,Kuala Lumpur Stock Exchange,Malaysia Day
"Oct 31, 2024",Malaysia,Kuala Lumpur Stock Exchange,Diwali
"Dec 25, 2024",Malaysia,Kuala Lumpur Stock Exchange,Christmas
"Jan 28, 2025",Malaysia,Kuala Lumpur Stock Exchange,Chinese New Year - Early close at 12:30
"Jan 29, 2025",Malaysia,Kuala Lumpur Stock Exchange,Chinese New Year
"Jan 30, 2025",Malaysia,Kuala Lumpur Stock Exchange,Chinese New Year
"Mar 31, 2025",Malaysia,Kuala Lumpur Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Malaysia,Kuala Lumpur Stock Exchange,Eid al-Fitr
"May 01, 2025",Malaysia,Kuala Lumpur Stock Exchange,Labor Day
"Jun 02, 2025",Malaysia,Kuala Lumpur Stock Exchange,Yang Dipertuan Agong's Birthday
"Jun 27, 2025",Malaysia,Kuala Lumpur Stock Exchange,Islamic New Year (Hijri)
"Sep 01, 2025",Malaysia,Kuala Lumpur Stock Exchange,National Day
"Sep 05, 2025",Malaysia,Kuala Lumpur Stock Exchange,Mawlid-al-Nabi
"Sep 16, 2025",Malaysia,Kuala Lumpur Stock Exchange,Malaysia Day
"Dec 25, 2025",Malaysia,Kuala Lumpur Stock Exchange,Christmas
"Jan 01, 2024",Malta,Malta Stock Exchange,New Year's Day
"Jan 02, 2024",Malta,Malta Stock Exchange,Market Holiday
"Mar 19, 2024",Malta,Malta Stock Exchange,St. Stephen's Day
"Mar 29, 2024",Malta,Malta Stock Exchange,Good Friday
"Apr 01, 2024",Malta,Malta Stock Exchange,Easter
"May 01, 2024",Malta,Malta Stock Exchange,Labor Day
"Jun 07, 2024",Malta,Malta Stock Exchange,Sett Giugno
"Aug 15, 2024",Malta,Malta Stock Exchange,Assumption Day
"Dec 13, 2024",Malta,Malta Stock Exchange,Republic Day
"Dec 24, 2024",Malta,Malta Stock Exchange,Christmas
"Dec 25, 2024",Malta,Malta Stock Exchange,Christmas
"Dec 26, 2024",Malta,Malta Stock Exchange,Christmas
"Dec 31, 2024",Malta,Malta Stock Exchange,New Year's Day
"Jan 01, 2025",Malta,Malta Stock Exchange,New Year's Day
"Feb 10, 2025",Malta,Malta Stock Exchange,Feast of St. Paul's Shipwreck
"Mar 19, 2025",Malta,Malta Stock Exchange,St. Stephen's Day
"Mar 31, 2025",Malta,Malta Stock Exchange,Freedom Day
"Apr 18, 2025",Malta,Malta Stock Exchange,Good Friday
"Apr 21, 2025",Malta,Malta Stock Exchange,Easter
"May 01, 2025",Malta,Malta Stock Exchange,Labor Day
"Aug 15, 2025",Malta,Malta Stock Exchange,Assumption Day
"Sep 08, 2025",Malta,Malta Stock Exchange,Feast of Our Lady of the Rosary
"Dec 08, 2025",Malta,Malta Stock Exchange,Feast of the Immaculate Conception
"Dec 25, 2025",Malta,Malta Stock Exchange,Christmas
"Jan 01, 2024",Mauritius,Stock Exchange of Mauritius,New Year's Day
"Jan 02, 2024",Mauritius,Stock Exchange of Mauritius,New Year's Day
"Jan 25, 2024",Mauritius,Stock Exchange of Mauritius,Thaipusam
"Feb 01, 2024",Mauritius,Stock Exchange of Mauritius,Abolition of Slavery
"Mar 08, 2024",Mauritius,Stock Exchange of Mauritius,Mahasivarathri Day
"Mar 12, 2024",Mauritius,Stock Exchange of Mauritius,Independence Day
"Apr 09, 2024",Mauritius,Stock Exchange of Mauritius,Chandramana Ugadi/Gudi Padwa
"Apr 10, 2024",Mauritius,Stock Exchange of Mauritius,Eid al-Fitr
"May 01, 2024",Mauritius,Stock Exchange of Mauritius,Labor Day
"Aug 15, 2024",Mauritius,Stock Exchange of Mauritius,Assumption Day
"Oct 31, 2024",Mauritius,Stock Exchange of Mauritius,Diwali
"Dec 24, 2024",Mauritius,Stock Exchange of Mauritius,Christmas - Early close at 12:00
"Dec 25, 2024",Mauritius,Stock Exchange of Mauritius,Christmas
"Dec 31, 2024",Mauritius,Stock Exchange of Mauritius,New Year's Day - Early close at 12:00
"Jan 01, 2025",Mauritius,Stock Exchange of Mauritius,New Year's Day
"Jan 02, 2025",Mauritius,Stock Exchange of Mauritius,New Year's Day
"Feb 11, 2025",Mauritius,Stock Exchange of Mauritius,Thaipusam
"Feb 26, 2025",Mauritius,Stock Exchange of Mauritius,Mahashivratri
"Mar 12, 2025",Mauritius,Stock Exchange of Mauritius,Independence Day
"Mar 31, 2025",Mauritius,Stock Exchange of Mauritius,Eid al-Fitr
"May 01, 2025",Mauritius,Stock Exchange of Mauritius,Labor Day
"Aug 27, 2025",Mauritius,Stock Exchange of Mauritius,Ganesh Chaturthi
"Oct 20, 2025",Mauritius,Stock Exchange of Mauritius,Diwali
"Dec 25, 2025",Mauritius,Stock Exchange of Mauritius,Christmas
"Jan 01, 2024",Mexico,Mexico Stock Exchange,New Year's Day
"Feb 05, 2024",Mexico,Mexico Stock Exchange,Constitution Day
"Mar 18, 2024",Mexico,Mexico Stock Exchange,Presidents' Day
"Mar 28, 2024",Mexico,Mexico Stock Exchange,Easter
"Mar 29, 2024",Mexico,Mexico Stock Exchange,Easter
"May 01, 2024",Mexico,Mexico Stock Exchange,Labor Day
"Sep 16, 2024",Mexico,Mexico Stock Exchange,Independence Day
"Oct 01, 2024",Mexico,Mexico Stock Exchange,Inauguration day
"Nov 18, 2024",Mexico,Mexico Stock Exchange,Revolution Day
"Dec 12, 2024",Mexico,Mexico Stock Exchange,Bank Holiday
"Dec 25, 2024",Mexico,Mexico Stock Exchange,Christmas
"Jan 01, 2025",Mexico,Mexico Stock Exchange,New Year's Day
"Feb 03, 2025",Mexico,Mexico Stock Exchange,Constitution Day
"Mar 17, 2025",Mexico,Mexico Stock Exchange,Presidents' Day
"Apr 17, 2025",Mexico,Mexico Stock Exchange,Easter
"Apr 18, 2025",Mexico,Mexico Stock Exchange,Easter
"May 01, 2025",Mexico,Mexico Stock Exchange,Labor Day
"Sep 16, 2025",Mexico,Mexico Stock Exchange,Independence Day
"Nov 17, 2025",Mexico,Mexico Stock Exchange,Revolution Day
"Dec 12, 2025",Mexico,Mexico Stock Exchange,Bank Holiday
"Dec 25, 2025",Mexico,Mexico Stock Exchange,Christmas
"Jan 01, 2024",Mongolia,Mongolia Stock exchange,New Year's Day
"Feb 12, 2024",Mongolia,Mongolia Stock exchange,Chinese New Year
"Mar 08, 2024",Mongolia,Mongolia Stock exchange,Women's Day
"May 23, 2024",Mongolia,Mongolia Stock exchange,Vesak Day
"Jul 11, 2024",Mongolia,Mongolia Stock exchange,Naadam festival
"Jul 12, 2024",Mongolia,Mongolia Stock exchange,Naadam festival
"Jul 15, 2024",Mongolia,Mongolia Stock exchange,Naadam festival
"Nov 26, 2024",Mongolia,Mongolia Stock exchange,Independence Day
"Jan 01, 2025",Mongolia,Mongolia Stock exchange,New Year's Day
"Jan 29, 2025",Mongolia,Mongolia Stock exchange,Chinese New Year
"Jan 30, 2025",Mongolia,Mongolia Stock exchange,Chinese New Year
"Jan 31, 2025",Mongolia,Mongolia Stock exchange,Chinese New Year
"May 12, 2025",Mongolia,Mongolia Stock exchange,Vesak Day
"Jul 11, 2025",Mongolia,Mongolia Stock exchange,Naadam festival
"Jul 14, 2025",Mongolia,Mongolia Stock exchange,Naadam festival
"Jul 15, 2025",Mongolia,Mongolia Stock exchange,Naadam festival
"Nov 21, 2025",Mongolia,Mongolia Stock exchange,Great Chinggiss Khaan’s birthday
"Nov 26, 2025",Mongolia,Mongolia Stock exchange,Independence Day
"Dec 29, 2025",Mongolia,Mongolia Stock exchange,Liberation Day
"Jan 01, 2024",Montenegro,Montenegro Stock Exchange,New Year's Day
"Jan 02, 2024",Montenegro,Montenegro Stock Exchange,New Year's Day
"Jan 03, 2024",Montenegro,Montenegro Stock Exchange,New Year's Day
"Jan 04, 2024",Montenegro,Montenegro Stock Exchange,New Year's Day
"Jan 05, 2024",Montenegro,Montenegro Stock Exchange,New Year's Day
"Jan 08, 2024",Montenegro,Montenegro Stock Exchange,Christmas
"May 01, 2024",Montenegro,Montenegro Stock Exchange,Labor Day
"May 02, 2024",Montenegro,Montenegro Stock Exchange,Labor Day
"May 03, 2024",Montenegro,Montenegro Stock Exchange,Good Friday
"May 06, 2024",Montenegro,Montenegro Stock Exchange,Easter
"May 21, 2024",Montenegro,Montenegro Stock Exchange,Independence Day
"May 22, 2024",Montenegro,Montenegro Stock Exchange,Independence Day
"Jul 15, 2024",Montenegro,Montenegro Stock Exchange,National Day
"Nov 13, 2024",Montenegro,Montenegro Stock Exchange,National Day
"Nov 14, 2024",Montenegro,Montenegro Stock Exchange,National Day
"Jan 01, 2025",Montenegro,Montenegro Stock Exchange,New Year's Day
"Jan 02, 2025",Montenegro,Montenegro Stock Exchange,New Year's Day
"Jan 06, 2025",Montenegro,Montenegro Stock Exchange,Christmas
"Jan 07, 2025",Montenegro,Montenegro Stock Exchange,Christmas
"Apr 18, 2025",Montenegro,Montenegro Stock Exchange,Good Friday
"Apr 21, 2025",Montenegro,Montenegro Stock Exchange,Easter
"May 01, 2025",Montenegro,Montenegro Stock Exchange,Labor Day
"May 02, 2025",Montenegro,Montenegro Stock Exchange,Labor Day
"May 21, 2025",Montenegro,Montenegro Stock Exchange,Independence Day
"May 22, 2025",Montenegro,Montenegro Stock Exchange,Independence Day
"Jul 14, 2025",Montenegro,Montenegro Stock Exchange,National Day
"Jan 01, 2024",Morocco,Casablanca Stock Exchange,New Year's Day
"Jan 11, 2024",Morocco,Casablanca Stock Exchange,Independence Day
"Apr 10, 2024",Morocco,Casablanca Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Morocco,Casablanca Stock Exchange,Eid al-Fitr
"May 01, 2024",Morocco,Casablanca Stock Exchange,Labor Day
"Jun 17, 2024",Morocco,Casablanca Stock Exchange,Eid al-Adha
"Jun 18, 2024",Morocco,Casablanca Stock Exchange,Eid al-Adha
"Jul 30, 2024",Morocco,Casablanca Stock Exchange,National Day
"Aug 14, 2024",Morocco,Casablanca Stock Exchange,Day of the Oued Eddahab Allegiance
"Aug 20, 2024",Morocco,Casablanca Stock Exchange,Revolution Day
"Aug 21, 2024",Morocco,Casablanca Stock Exchange,Youth Day
"Sep 16, 2024",Morocco,Casablanca Stock Exchange,Mawlid-al-Nabi
"Sep 17, 2024",Morocco,Casablanca Stock Exchange,Mawlid-al-Nabi
"Nov 06, 2024",Morocco,Casablanca Stock Exchange,Day of the Green March
"Nov 18, 2024",Morocco,Casablanca Stock Exchange,Independence Day
"Jan 01, 2025",Morocco,Casablanca Stock Exchange,New Year's Day
"Mar 31, 2025",Morocco,Casablanca Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Morocco,Casablanca Stock Exchange,Eid al-Adha
"May 01, 2025",Morocco,Casablanca Stock Exchange,Labor Day
"Jun 27, 2025",Morocco,Casablanca Stock Exchange,Islamic New Year (Hijri)
"Jul 30, 2025",Morocco,Casablanca Stock Exchange,National Day
"Aug 14, 2025",Morocco,Casablanca Stock Exchange,Day of the Oued Eddahab Allegiance
"Aug 20, 2025",Morocco,Casablanca Stock Exchange,Revolution Day
"Aug 21, 2025",Morocco,Casablanca Stock Exchange,Youth Day
"Sep 05, 2025",Morocco,Casablanca Stock Exchange,Mawlid-al-Nabi
"Nov 06, 2025",Morocco,Casablanca Stock Exchange,Day of the Green March
"Nov 18, 2025",Morocco,Casablanca Stock Exchange,Independence Day
"Jan 01, 2024",Namibia,Namibia Stock Exchange,New Year's Day
"Mar 21, 2024",Namibia,Namibia Stock Exchange,Independence Day
"May 01, 2024",Namibia,Namibia Stock Exchange,Labor Day
"Aug 09, 2024",Namibia,Namibia Stock Exchange,Women's Day
"Sep 24, 2024",Namibia,Namibia Stock Exchange,Heritage Day
"Dec 16, 2024",Namibia,Namibia Stock Exchange,Day of Reconciliation
"Dec 25, 2024",Namibia,Namibia Stock Exchange,Christmas - Early close at 12:00
"Jan 01, 2025",Namibia,Namibia Stock Exchange,New Year's Day
"Mar 21, 2025",Namibia,Namibia Stock Exchange,Independence Day
"May 01, 2025",Namibia,Namibia Stock Exchange,Labor Day
"Jun 16, 2025",Namibia,Namibia Stock Exchange,Youth Day
"Sep 24, 2025",Namibia,Namibia Stock Exchange,Heritage Day
"Dec 16, 2025",Namibia,Namibia Stock Exchange,Day of Reconciliation
"Dec 25, 2025",Namibia,Namibia Stock Exchange,Christmas
"Jan 01, 2024",Netherlands,Amsterdam Stock Exchange,New Year's Day
"Mar 29, 2024",Netherlands,Amsterdam Stock Exchange,Good Friday
"Apr 01, 2024",Netherlands,Amsterdam Stock Exchange,Easter
"May 01, 2024",Netherlands,Amsterdam Stock Exchange,Labor Day
"Dec 24, 2024",Netherlands,Amsterdam Stock Exchange,Christmas - Early close at 13:55
"Dec 25, 2024",Netherlands,Amsterdam Stock Exchange,Christmas
"Dec 26, 2024",Netherlands,Amsterdam Stock Exchange,Boxing Day
"Dec 31, 2024",Netherlands,Amsterdam Stock Exchange,New Year's Day - Early close at 13:55
"Jan 01, 2025",Netherlands,Amsterdam Stock Exchange,New Year's Day
"Apr 18, 2025",Netherlands,Amsterdam Stock Exchange,Good Friday
"Apr 21, 2025",Netherlands,Amsterdam Stock Exchange,Easter
"May 01, 2025",Netherlands,Amsterdam Stock Exchange,Labor Day
"Dec 24, 2025",Netherlands,Amsterdam Stock Exchange,Christmas - Early close at 13:55
"Dec 25, 2025",Netherlands,Amsterdam Stock Exchange,Christmas
"Dec 31, 2025",Netherlands,Amsterdam Stock Exchange,New Year's Day - Early close at 13:55
"Jan 01, 2024",New Zealand,New Zealand Exchange,New Year's Day
"Jan 02, 2024",New Zealand,New Zealand Exchange,New Year's Day
"Feb 06, 2024",New Zealand,New Zealand Exchange,National Day
"Mar 29, 2024",New Zealand,New Zealand Exchange,Good Friday
"Apr 01, 2024",New Zealand,New Zealand Exchange,Easter
"Apr 25, 2024",New Zealand,New Zealand Exchange,ANZAC Day
"Jun 03, 2024",New Zealand,New Zealand Exchange,King's Birthday
"Jun 28, 2024",New Zealand,New Zealand Exchange,New Year's Day
"Oct 28, 2024",New Zealand,New Zealand Exchange,Labor Day
"Dec 24, 2024",New Zealand,New Zealand Exchange,Christmas - Early close at 12:45
"Dec 25, 2024",New Zealand,New Zealand Exchange,Christmas
"Dec 26, 2024",New Zealand,New Zealand Exchange,Boxing Day
"Dec 31, 2024",New Zealand,New Zealand Exchange,New Year's Day - Early close at 12:45
"Jan 01, 2025",New Zealand,New Zealand Exchange,New Year's Day
"Jan 02, 2025",New Zealand,New Zealand Exchange,New Year's Day
"Feb 06, 2025",New Zealand,New Zealand Exchange,National Day
"Apr 18, 2025",New Zealand,New Zealand Exchange,Good Friday
"Apr 21, 2025",New Zealand,New Zealand Exchange,Easter
"Apr 25, 2025",New Zealand,New Zealand Exchange,ANZAC Day
"Jun 02, 2025",New Zealand,New Zealand Exchange,Queen's Birthday
"Jun 20, 2025",New Zealand,New Zealand Exchange,New Year's Day
"Oct 27, 2025",New Zealand,New Zealand Exchange,Labor Day
"Dec 24, 2025",New Zealand,New Zealand Exchange,Christmas - Early close at 12:45
"Dec 25, 2025",New Zealand,New Zealand Exchange,Christmas
"Dec 26, 2025",New Zealand,New Zealand Exchange,Boxing Day
"Dec 31, 2025",New Zealand,New Zealand Exchange,New Year's Day - Early close at 12:45
"Jan 01, 2024",Nigeria,Lagos,New Year's Day
"Mar 29, 2024",Nigeria,Lagos,Good Friday
"Apr 01, 2024",Nigeria,Lagos,Easter
"Apr 10, 2024",Nigeria,Lagos,Eid al-Fitr
"Apr 11, 2024",Nigeria,Lagos,Eid al-Fitr
"May 01, 2024",Nigeria,Lagos,Labor Day
"Jun 12, 2024",Nigeria,Lagos,Democracy Day
"Jun 17, 2024",Nigeria,Lagos,Eid al-Adha
"Jun 18, 2024",Nigeria,Lagos,Eid al-Adha
"Sep 16, 2024",Nigeria,Lagos,Mawlid-al-Nabi
"Oct 01, 2024",Nigeria,Lagos,Independence Day
"Dec 25, 2024",Nigeria,Lagos,Christmas
"Dec 26, 2024",Nigeria,Lagos,Boxing Day
"Jan 01, 2025",Nigeria,Lagos,New Year's Day
"Mar 31, 2025",Nigeria,Lagos,Eid al-Fitr
"Apr 01, 2025",Nigeria,Lagos,Eid al-Fitr
"Apr 18, 2025",Nigeria,Lagos,Good Friday
"Apr 21, 2025",Nigeria,Lagos,Easter
"May 01, 2025",Nigeria,Lagos,Labor Day
"Jun 12, 2025",Nigeria,Lagos,Democracy Day
"Sep 05, 2025",Nigeria,Lagos,Mawlid-al-Nabi
"Oct 01, 2025",Nigeria,Lagos,Independence Day
"Dec 25, 2025",Nigeria,Lagos,Christmas
"Dec 26, 2025",Nigeria,Lagos,Boxing Day
"Jan 01, 2024",Norway,Oslo Stock Exchange,New Year's Day
"Mar 27, 2024",Norway,Oslo Stock Exchange,Holy Wednesday - Early close at 13:00
"Mar 28, 2024",Norway,Oslo Stock Exchange,Maundy Thursday
"Mar 29, 2024",Norway,Oslo Stock Exchange,Good Friday
"Apr 01, 2024",Norway,Oslo Stock Exchange,Easter
"May 01, 2024",Norway,Oslo Stock Exchange,Labor Day
"May 09, 2024",Norway,Oslo Stock Exchange,Ascension Day
"May 17, 2024",Norway,Oslo Stock Exchange,Constitution Day
"May 20, 2024",Norway,Oslo Stock Exchange,Pentecost
"Dec 24, 2024",Norway,Oslo Stock Exchange,Christmas
"Dec 25, 2024",Norway,Oslo Stock Exchange,Christmas
"Dec 26, 2024",Norway,Oslo Stock Exchange,Boxing Day
"Dec 31, 2024",Norway,Oslo Stock Exchange,New Year's Day
"Jan 01, 2025",Norway,Oslo Stock Exchange,New Year's Day
"Apr 16, 2025",Norway,Oslo Stock Exchange,Holy Wednesday - Early close at 13:00
"Apr 17, 2025",Norway,Oslo Stock Exchange,Maundy Thursday
"Apr 18, 2025",Norway,Oslo Stock Exchange,Good Friday
"Apr 21, 2025",Norway,Oslo Stock Exchange,Easter
"May 01, 2025",Norway,Oslo Stock Exchange,Labor Day
"May 29, 2025",Norway,Oslo Stock Exchange,Ascension Day
"Jun 09, 2025",Norway,Oslo Stock Exchange,Pentecost
"Dec 25, 2025",Norway,Oslo Stock Exchange,Christmas
"Dec 26, 2025",Norway,Oslo Stock Exchange,Boxing Day
"Feb 06, 2024",Oman,Oman Stock Exchange,Al Isra' wal-Mi'raj
"Feb 07, 2024",Oman,Oman Stock Exchange,Al Isra' wal-Mi'raj
"Apr 09, 2024",Oman,Oman Stock Exchange,Eid al-Fitr
"Apr 10, 2024",Oman,Oman Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Oman,Oman Stock Exchange,Eid al-Fitr
"Jun 16, 2024",Oman,Oman Stock Exchange,Eid al-Adha
"Jun 17, 2024",Oman,Oman Stock Exchange,Eid al-Adha
"Jun 18, 2024",Oman,Oman Stock Exchange,Eid al-Adha
"Jun 19, 2024",Oman,Oman Stock Exchange,Eid al-Adha
"Jun 20, 2024",Oman,Oman Stock Exchange,Eid al-Adha
"Jul 07, 2024",Oman,Oman Stock Exchange,Islamic New Year (Hijri)
"Sep 15, 2024",Oman,Oman Stock Exchange,Mawlid-al-Nabi
"Nov 18, 2024",Oman,Oman Stock Exchange,National Day
